intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
4690000,0.0029001280013851356,0.9873684210526316,0.0029001280013851356,0.0026073101532239572,9.528784648187633,8.0,10.188088430008582,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG31,4882944ffc3eb796e2d0afa2969b1bea,0.9873684210526316,4690000,0,198170000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7571165196254408,0.9993948481502676,0.8782556838878541,0.9993948481502676,False,4469,4469,1714027
4620000,0.0028568425088271484,0.8747628083491461,0.0028506588670331504,0.002536132744700054,9.429501084598698,9.0,4.8430818752559475,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG29,6d0d554769131a0d6251b171e06b100e,0.8766603415559773,4610000,1,193560000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7565745505847522,0.9937512405711062,0.8751628955779291,0.9937512405711062,False,4347,8816,1714027
4310000,0.002665149613213206,0.9953810623556582,0.002665149613213206,0.004013939103643058,15.962877030162414,8.0,135.51258197962778,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG26,2e0d823fa64fd7af69a75f6311b7aa81,0.9953810623556582,4310000,2,189250000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7540763390956792,0.999779565351729,0.8769279522237041,0.999779565351729,False,6880,15696,1714027
4300000,0.0026589659714192078,0.9168443496801706,0.0026589659714192078,0.006338873308296777,25.267441860465116,20.0,74.23244830818942,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,SRR5240741_MAG01,974f242d0cbab000c289cbb798327565,0.9168443496801706,4300000,3,184950000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7539929327603869,0.9958743644021938,0.8749336485812904,0.9958743644021938,False,10865,26561,1714027
4030000,0.0024920076429812573,0.9663461538461539,0.0024858240011872593,0.006015074441651153,25.64676616915423,25.0,12.288594476951177,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG18,80c825c976b32a2d7a42e695be90b841,0.96875,4020000,4,180930000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7516681706790113,0.9984892994816953,0.8750787350803533,0.9984892994816953,False,10310,36871,1714027
3960000,0.00244872215042327,0.927400468384075,0.00244872215042327,0.007716914611030048,33.40151515151515,33.0,15.425542824863236,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,SRR12795787_MAG1,ac79fb0909f5f52325b444a4c883d04a,0.927400468384075,3960000,5,176970000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7510412421125415,0.996417394710042,0.8737293184112918,0.996417394710042,False,13227,50098,1714027
3300000,0.002040601792019392,0.9421965317919075,0.0020158672248433993,0.003940428009593781,20.717791411042946,8.5,83.62603061457078,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG03,499e40ec9aecfc02fbe8082673886dc7,0.953757225433526,3260000,6,173710000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7445489416875795,0.9977479624788446,0.871148452083212,0.9977479624788446,False,6754,56852,1714027
3110000,0.001923112597933427,0.9597523219814241,0.0019169289561394287,0.0059987386429735355,33.16774193548387,34.5,19.140674257459608,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG09,ae43ba8f977897f67b62df3b40a06edc,0.9628482972136223,3100000,7,170610000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7424494520939953,0.9981987950229209,0.870324123558458,0.9981987950229209,False,10282,67134,1714027
2910000,0.0017994397620534639,0.993127147766323,0.0017870724784654676,0.03988851984245289,236.57439446366783,246.0,64.67145208357954,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,AtH2023_SRR17241686_MAG28,948aa6457d0729bc7ffb607d2685733b,1.0,2890000,8,167720000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7401031505956003,1.0,0.8700515752978002,1.0,False,68370,135504,1714027
2860000,0.001768521553083473,0.9407894736842105,0.001768521553083473,0.15939363848994212,955.2622377622378,924.0,1520.212751181141,/group/ctbrowngrp2/scratch/annie/2023-swine-sra/atlas/MAGs/genomes/all-MAGs_21.zip,SRR11126221_MAG1,5614096b9fa53421d3531d3131524ac9,0.9407894736842105,2860000,9,164860000,,,47136088,1617170000,21,DNA,10000,161717,True,0.7394925899398953,0.9970977487173435,0.8682951693286194,0.9970977487173435,False,273205,408709,1714027
